Viewing ID,Viewer ID,Pulse Permissions,Role,User Email,Start time,Start date,Sign up status,Finish time,Finish date,Geolocation,Accepted terms,Consent analytics,Completion percentage,Position,Language,Viewing path,Offline,Distribution,Points,"In a typical week, how physically active are you? (range)",Which types of sport do you take part in most often? (pickMany),What do you enjoy most about sport? (pickOne),Playing sport or being active helps me… - connect with people different from me (matrix),Playing sport or being active helps me… - feel more confident in myself (matrix),Playing sport or being active helps me… - feel like I belong (matrix),Playing sport or being active helps me… - deal with challenges in life (matrix),Playing sport or being active helps me… - stay calm when things get hard (matrix),Playing sport or being active helps me… - care more about the planet (matrix),Playing sport or being active helps me… - feel connected to nature (matrix),Playing sport or being active helps me… - believe I can make a difference (matrix),Does sport influence how hopeful you feel about your life? (range),How important is sport to supporting your mental well-being? (rating),Which skills are you developing through sport? (decision - No),Which skills are you developing through sport? (decision - ),Which skills are you developing through sport? (decision - Yes),"When things go wrong in your life, how confident are you that you can bounce back? (netPromoter)",How easy is it for you to access sport where you live? (range),What makes it difficult for you to take part in sport regularly? (pickOne),Adults involved in sport... (decision - No),Adults involved in sport... (decision - ),Adults involved in sport... (decision - Yes),Do events like the World Cup make you feel more connected to your local community? (pickOne),What would help more young people take part in sport where you live? (pickMany),Do you feel your voice is heard when decisions are made about sport in your community? (range),When were you born? (age),What country do you live in? (location),What gender do you identify as? (gender),"In a typical week, how physically active are you? dwell time",Which types of sport do you take part in most often? dwell time,What do you enjoy most about sport? dwell time,Playing sport or being active helps me… dwell time,Does sport influence how hopeful you feel about your life? dwell time,How important is sport to supporting your mental well-being? dwell time,Which skills are you developing through sport? dwell time,"When things go wrong in your life, how confident are you that you can bounce back? dwell time",How easy is it for you to access sport where you live? dwell time,What makes it difficult for you to take part in sport regularly? dwell time,Adults involved in sport... dwell time,Do events like the World Cup make you feel more connected to your local community? dwell time,What would help more young people take part in sport where you live? dwell time,Do you feel your voice is heard when decisions are made about sport in your community? dwell time,When were you born? dwell time,What country do you live in? dwell time,What gender do you identify as? dwell time,Transcriptions,Device type,Browser
QH8fN2dfiRs,QH8fN2EM5s4,false,Anonymous,Guest,03:25:09 PM,04/06/2026,false,03:25:09 PM,04/06/2026,"",true,true,21.05,4/19,en,"[1, 2, 3, 4]",false,"",3,Less than 30 minutes a week,Community sport club,Being part of a team,"","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QH8mHHEJDA8,QH8mHGmaIgI,false,Anonymous,Guest,03:32:24 PM,04/06/2026,false,03:32:24 PM,04/06/2026,"",true,true,15.79,3/19,en,"[1, 2, 3]",false,"",2,About 30–60 minutes a week,Dance or movement,"","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QH9X0qRMMa0,QH9X0pvnWd8,false,Anonymous,Guest,04:29:38 PM,04/06/2026,false,04:29:38 PM,04/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Gym or exercise ||| Informal play with friends ||| Dance or movement,Relaxing or reducing stress,5,4,5,5,5,5,5,5,"Yes, a lot",Very important,[],[],"[""Problem-solving ||| Teamwork ||| Speaking up ||| Handling stress ||| Confidence ||| Focus ||| Social Connections ||| Leadership""]",Slightly confident,Quite easy,"",[],[],"[""help me feel more confident ||| make me feel included ||| positively influence my experience ||| help create safe environments ||| make me feel comfortable asking them for help""]","Yes, a lot",Better places to play ||| Feeling welcome ||| Free or low-cost activities,Always,1997-04-01,Indonesia,Male,17,16,8,27,5,4,18,9,5,0,15,6,12,9,0,0,0,"",Mobile,Chrome 148.0
QH9aSnWaWdY,QH9aSm2_Pt8,false,Anonymous,Guest,04:35:32 PM,04/06/2026,false,04:35:32 PM,04/06/2026,"",true,false,"","",en,"",false,"",14,About 30–60 minutes a week,Gym or exercise ||| Informal play with friends,Feeling healthy or strong,5,3,3,4,5,3,3,4,Very little,Quite important,"[""Speaking up ||| Social Connections ||| Leadership""]",[],"[""Focus ||| Problem-solving ||| Handling stress ||| Teamwork ||| Confidence""]",Very confident,Very easy,"",[],[],"[""make me feel comfortable asking them for help ||| make me feel included ||| help create safe environments ||| positively influence my experience ||| help me feel more confident""]",Not really,Free or low-cost activities ||| Feeling welcome ||| Better places to play,Sometimes,1996-01-01,Peru,Female,8,19,43,158,11,8,25,13,9,0,19,7,23,7,0,0,0,"",Desktop,Chrome 148.0
QH_Ng6qPf4Y,QH_Ng6EcRnI,false,Anonymous,Guest,05:28:16 PM,04/06/2026,false,05:28:16 PM,04/06/2026,"",true,false,"","",en,"",false,"",14,Less than 30 minutes a week,Gym or exercise,Relaxing or reducing stress,5,3,4,5,4,5,4,5,Sometimes,Very important,[],[],"[""Problem-solving ||| Confidence ||| Focus ||| Social Connections ||| Speaking up ||| Handling stress ||| Leadership ||| Teamwork""]",Confident,Very easy,"",[],[],"[""positively influence my experience ||| make me feel comfortable asking them for help ||| help create safe environments ||| help me feel more confident ||| make me feel included""]","Yes, a lot",More choice in activities ||| Fun social activities ||| Free or low-cost activities,Never,Invalid date,Canada,Female,10,23,14,28,10,4,14,11,5,0,16,10,18,9,0,0,0,"",Mobile,Safari 604.1
QH_esIP1a9Q,QH_esHmcgwg,false,Anonymous,Guest,05:50:04 PM,04/06/2026,false,05:50:04 PM,04/06/2026,"",true,false,"","",en,"",false,"",14,2+ hours a week,Community sport club,Having fun,5,4,4,4,4,4,4,4,"Yes, a lot",Quite important,"[""Focus""]",[],"[""Handling stress ||| Social Connections ||| Speaking up ||| Confidence ||| Leadership ||| Problem-solving ||| Teamwork""]",Somewhat confident,Very easy,"","[""help me feel more confident ||| positively influence my experience ||| make me feel comfortable asking them for help""]",[],"[""make me feel included ||| help create safe environments""]","Yes, a lot",Better places to play ||| Feeling welcome ||| Fun social activities,Often,1993-07-01,[OTHER] Spain,Male,17,22,9,49,11,6,38,14,8,0,44,9,28,9,0,0,0,"",Mobile,Safari 604.1
QH_jlIGHUhQ,QH_jlHlIiOA,false,Anonymous,Guest,05:52:02 PM,04/06/2026,false,05:52:02 PM,04/06/2026,"",true,false,"","",en,"",false,"",14,About 1–2 hours a week,Informal play with friends ||| Physical education (PE) or school sport ||| Gym or exercise,Learning new skills,5,5,5,5,5,5,5,5,"Yes, a lot",Very important,[],[],"[""Leadership ||| Social Connections ||| Focus ||| Speaking up ||| Handling stress ||| Teamwork ||| Confidence ||| Problem-solving""]",Confident,Quite easy,"",[],[],"[""positively influence my experience ||| help create safe environments ||| make me feel included ||| make me feel comfortable asking them for help ||| help me feel more confident""]",A little,Better places to play ||| More choice in activities ||| Free or low-cost activities,Sometimes,2002-01-01,"Micronesia, Federated States of",Male,10,9,11,19,7,5,16,8,8,0,9,8,15,10,0,0,0,"",Mobile,Safari 604.1
QH-Hi3U8WnY,QH-Hi25foSo,false,Anonymous,Guest,06:33:11 PM,04/06/2026,false,06:33:12 PM,04/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Gym or exercise,Having fun,5,5,5,5,5,5,5,5,"Yes, a lot",Very important,[],[],"[""Leadership ||| Focus ||| Problem-solving ||| Social Connections ||| Speaking up ||| Handling stress ||| Teamwork ||| Confidence""]",Very confident,Very easy,"",[],[],"[""make me feel included ||| help create safe environments ||| help me feel more confident ||| make me feel comfortable asking them for help ||| positively influence my experience""]","Yes, a lot",Supportive coaches ||| Fun social activities ||| Better places to play,Always,1988-08-01,Ethiopia,Male,14,22,11,40,8,11,21,11,9,0,17,13,23,7,0,0,0,"",Mobile,Chrome 148.0
QH-o1anR6mo,QH-o1ZtUChw,false,Anonymous,Guest,07:05:16 PM,04/06/2026,false,"","","",true,false,"","",en,"",false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QIAJrWjulX4,QIAJrV1-Ufg,false,Anonymous,Guest,07:43:16 PM,04/06/2026,false,07:43:16 PM,04/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Informal play with friends ||| Physical education (PE) or school sport,Spending time with friends,3,3,4,4,3,2,4,4,Sometimes,Quite important,"[""Speaking up""]",[],"[""Social Connections ||| Leadership ||| Teamwork ||| Handling stress ||| Focus ||| Confidence ||| Problem-solving""]",Confident,Very easy,"",[],[],"[""make me feel included ||| make me feel comfortable asking them for help ||| help me feel more confident ||| positively influence my experience ||| help create safe environments""]","Yes, a lot",Free or low-cost activities ||| Better places to play ||| More choice in activities,Sometimes,2010-10-01,United States,Male,9,12,8,29,8,6,13,6,4,0,7,4,12,3,0,0,0,"",Mobile,Safari 604.1
QIAz9rC_PzY,QIAz9qhUe58,false,Anonymous,Guest,08:34:32 PM,04/06/2026,false,08:34:32 PM,04/06/2026,"",true,false,"","",en,"",false,"",14,2+ hours a week,Informal play with friends,Competing,5,5,4,5,3,3,2,5,"Yes, a lot",Very important,[],[],"[""Social Connections ||| Leadership ||| Focus ||| Speaking up ||| Handling stress ||| Confidence ||| Problem-solving ||| Teamwork""]",Confident,Very easy,"",[],[],"[""help create safe environments ||| make me feel included ||| help me feel more confident ||| positively influence my experience ||| make me feel comfortable asking them for help""]","Yes, a lot",Fun social activities ||| Feeling welcome ||| More choice in activities,Rarely,Invalid date,Morocco,Male,100,33,22,67,13,16,26,25,10,0,23,10,29,12,0,0,0,"",Mobile,Safari 604.1
QIBqi23Xf7E,QIBqi2PAU4A,false,Anonymous,Guest,09:26:32 PM,04/06/2026,false,"","","",true,false,"","",en,"",false,"",1,2+ hours a week,"","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 148.0
QIB7JuPHyjc,QIB7JtTF93E,false,Anonymous,Guest,09:50:43 PM,04/06/2026,false,09:50:43 PM,04/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,About 1–2 hours a week,Gym or exercise ||| Physical education (PE) or school sport ||| Online/virtual fitness,Having fun,5,3,4,3,3,4,4,3,Sometimes,Neutral,[],[],"[""Teamwork ||| Confidence ||| Leadership ||| Handling stress ||| Social Connections ||| Speaking up ||| Focus ||| Problem-solving""]",Somewhat confident,Quite easy,"","[""help create safe environments""]",[],"[""help me feel more confident ||| make me feel included ||| positively influence my experience ||| make me feel comfortable asking them for help""]",A little,Fun social activities ||| More choice in activities ||| Free or low-cost activities,Often,2006-11-01,Kenya,Male,10,25,15,92,13,8,68,10,23,0,19,32,26,7,0,0,0,"",Mobile,Safari 604.1
QICWG_ccpio,QICWG9m0tnc,false,Anonymous,Guest,10:18:39 PM,04/06/2026,false,10:18:39 PM,04/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",15,Less than 30 minutes a week,I don’t regularly take part,Feeling healthy or strong,4,5,2,2,3,1,2,1,"No, I don't take part in sport",Neutral,"[""Confidence ||| Handling stress""]",[],"[""Speaking up ||| Social Connections ||| Problem-solving ||| Leadership ||| Teamwork ||| Focus""]",Very confident,Difficult,School or work pressure,"[""help me feel more confident ||| make me feel included ||| positively influence my experience""]",[],"[""make me feel comfortable asking them for help ||| help create safe environments""]",Not sure,Feeling welcome ||| Better places to play ||| Free or low-cost activities,Rarely,Invalid date,United States,Female,11,12,13,53,15,6,21,11,12,15,25,5,11,8,0,0,0,"",Mobile,Safari 604.1
QIDAC7wCWME,QIDAC7BORcc,false,Anonymous,Guest,11:02:51 PM,04/06/2026,false,11:02:51 PM,04/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",15,I’m not active at the moment,I don’t regularly take part ||| Online/virtual fitness ||| Dance or movement ||| Gym or exercise ||| Informal play with friends ||| Community sport club,Feeling confident,5,1,5,5,5,5,5,5,"Yes, a lot",Very important,[],[],"[""Social Connections ||| Leadership ||| Confidence ||| Focus ||| Speaking up ||| Handling stress ||| Problem-solving ||| Teamwork""]",Very confident,No access,School or work pressure,"[""help me feel more confident ||| make me feel included ||| help create safe environments ||| make me feel comfortable asking them for help ||| positively influence my experience""]",[],[],"Yes, a lot",Fun social activities ||| Free or low-cost activities ||| Better places to play,Never,2008-11-01,Egypt,Male,6,20,26,31,7,4,14,8,6,5,17,5,17,6,0,0,0,"",Mobile,Mozilla 5.0
QIDaehzM8es,QIDaeg4-iWQ,false,Anonymous,Guest,11:32:52 PM,04/06/2026,false,11:32:52 PM,04/06/2026,"",true,false,"","",en,"",false,"",14,About 1–2 hours a week,Dance or movement ||| Community sport club ||| Informal play with friends,Being part of a team,5,5,3,4,4,4,5,3,Sometimes,Neutral,[],[],"[""Teamwork ||| Leadership ||| Confidence ||| Problem-solving ||| Social Connections ||| Handling stress ||| Speaking up ||| Focus""]",Somewhat confident,Quite easy,"",[],[],"[""help me feel more confident ||| help create safe environments ||| make me feel comfortable asking them for help ||| make me feel included ||| positively influence my experience""]","Yes, a lot",More choice in activities ||| Free or low-cost activities ||| Better places to play,Never,2000-08-01,France,Female,6,24,34,30,16,11,25,19,6,0,21,6,17,6,0,0,0,"",Mobile,Safari 604.1
QIDzfjKaxWA,QIDzfil91rc,false,Anonymous,Guest,11:56:20 PM,04/06/2026,false,11:56:20 PM,04/06/2026,"",true,true,21.05,4/19,en,"[1, 2, 3, 4]",false,"",3,2+ hours a week,Gym or exercise,Feeling healthy or strong,"","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",8,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QIHUbVNXEhw,QIHUbUY8VLs,false,Anonymous,Guest,04:07:27 AM,05/06/2026,false,04:07:27 AM,05/06/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 138.0
QIHbCUEeOII,QIHbCTpV2Ho,false,Anonymous,Guest,04:09:56 AM,05/06/2026,false,04:09:56 AM,05/06/2026,"",true,true,10.53,2/19,en,"[1, 2]",false,"",1,2+ hours a week,"","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 138.0
QII20H6bVNU,QII20HbRR3g,false,Anonymous,Guest,06:03:53 AM,05/06/2026,false,06:03:53 AM,05/06/2026,"",true,true,100.00,19/19,en,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", 19]",false,"",15,2+ hours a week,Physical education (PE) or school sport,Having fun,5,5,5,4,4,5,5,4,Sometimes,Quite important,[],[],"[""Problem-solving ||| Teamwork ||| Confidence ||| Focus ||| Handling stress ||| Speaking up ||| Leadership ||| Social Connections""]",Somewhat confident,Very easy,"",[],[],"[""help create safe environments ||| positively influence my experience ||| help me feel more confident ||| make me feel comfortable asking them for help ||| make me feel included""]",A little,More choice in activities ||| Free or low-cost activities ||| Better places to play,Often,1995-06-01,Tanzania,Male,22,13,11,37,10,19,26,49,43,0,27,42,115,21,0,0,0,"",Mobile,Chrome 148.0
QIJf7dMgqjg,QIJf7co7tEw,false,Anonymous,Guest,06:39:02 AM,05/06/2026,false,06:39:02 AM,05/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",15,About 1–2 hours a week,I don’t regularly take part,Being part of a team,2,2,2,3,3,4,4,4,Sometimes,Quite important,[],[],"[""Handling stress ||| Confidence ||| Focus ||| Problem-solving ||| Teamwork ||| Social Connections ||| Leadership ||| Speaking up""]",Very confident,Difficult,School or work pressure,[],[],"[""help me feel more confident ||| positively influence my experience ||| help create safe environments ||| make me feel included ||| make me feel comfortable asking them for help""]",Not sure,Free or low-cost activities ||| More choice in activities ||| Feeling welcome,Never,2008-03-01,India,Male,13,27,17,32,8,10,18,11,28,8,19,33,24,10,0,0,0,"",Mobile,Chrome 148.0
QIMaP_rCrxo,QIMaP99C6B0,false,Anonymous,Guest,10:03:16 AM,05/06/2026,false,10:03:17 AM,05/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Community sport club ||| Informal play with friends,Learning new skills,5,5,5,5,5,5,5,5,"Yes, a lot",Very important,[],[],"[""Leadership ||| Problem-solving ||| Social Connections ||| Handling stress ||| Speaking up ||| Teamwork ||| Confidence ||| Focus""]",Somewhat confident,Quite easy,"",[],[],"[""make me feel included ||| help create safe environments ||| positively influence my experience ||| make me feel comfortable asking them for help ||| help me feel more confident""]","Yes, a lot",Better places to play ||| Free or low-cost activities ||| Feeling welcome,Rarely,2003-01-01,[OTHER] Tanzania,Male,12,22,30,56,16,10,20,21,9,0,24,8,26,9,0,0,0,"",Mobile,Safari 604.1
QIOOw5lipfw,QIOOw43f--4,false,Anonymous,Guest,12:07:51 PM,05/06/2026,false,12:07:51 PM,05/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,About 1–2 hours a week,Gym or exercise,Relaxing or reducing stress,3,4,3,4,4,3,4,4,"Yes, a lot",Quite important,[],[],"[""Problem-solving ||| Teamwork ||| Leadership ||| Handling stress ||| Social Connections ||| Focus ||| Confidence ||| Speaking up""]",Slightly confident,Quite easy,"",[],[],"[""help create safe environments ||| positively influence my experience ||| make me feel comfortable asking them for help ||| help me feel more confident ||| make me feel included""]",A little,Better places to play ||| Free or low-cost activities ||| More choice in activities,Sometimes,1980-01-01,Cyprus,Male,12,8,14,26,8,4,23,9,5,0,14,9,17,6,0,0,0,"",Mobile,Mozilla 5.0
QIO4snd2TJo,QIO4sm4R9_g,false,Anonymous,Guest,12:54:16 PM,05/06/2026,false,12:54:16 PM,05/06/2026,"",true,true,52.63,10/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",false,"",9,2+ hours a week,Dance or movement ||| Gym or exercise ||| Informal play with friends ||| Community sport club,Feeling healthy or strong,5,4,5,3,3,3,4,3,"Yes, a lot",Very important,"[""Speaking up ||| Leadership""]",[],"[""Handling stress ||| Social Connections ||| Focus ||| Problem-solving ||| Teamwork ||| Confidence""]",Confident,Very easy,"",[],[],[],"","","","","","",13,35,21,50,14,10,26,23,23,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QIUkpDXJoFU,QIUkpC28y14,false,Anonymous,Guest,07:30:44 PM,05/06/2026,false,"","","",true,false,"","",en,"",false,"",9,2+ hours a week,Community sport club,Having fun,5,4,4,3,2,2,4,2,Sometimes,Quite important,"[""Handling stress ||| Speaking up""]",[],"[""Focus ||| Confidence ||| Problem-solving ||| Teamwork ||| Social Connections ||| Leadership""]",Confident,Very easy,"",[],[],[],"","","","","","",-110,-101,-104,-68,-115,-115,-99,-112,-112,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QIctREwYl5M,QIctREFoVL0,false,Anonymous,Guest,04:56:51 AM,06/06/2026,false,04:56:51 AM,06/06/2026,"",true,true,10.53,2/19,en,"[1, 2]",false,"",1,2+ hours a week,"","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QIt5toqSESo,QIt5tnl5L10,false,Anonymous,Guest,01:01:46 AM,07/06/2026,false,01:01:46 AM,07/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",15,2+ hours a week,Dance or movement,Having fun,1,5,2,2,3,4,5,1,Sometimes,Very important,"[""Leadership ||| Speaking up ||| Handling stress""]",[],"[""Problem-solving ||| Focus ||| Social Connections ||| Teamwork ||| Confidence""]",Very confident,Difficult,Cost,[],[],"[""help me feel more confident ||| help create safe environments ||| make me feel included ||| make me feel comfortable asking them for help ||| positively influence my experience""]","Yes, a lot",More choice in activities ||| Supportive coaches ||| Feeling welcome,Often,Invalid date,United States,Female,14,9,9,30,5,3,16,6,5,4,9,5,11,6,0,0,0,"",Desktop,Safari 605.1
